tstamp,item,correct,actual,grade,totalGrade,maxGrade
"1517552356605","9","b","",0,1,15
"1517552356605","10","103","",0,1,15
"1517552356605","11","9","",0,1,15
"1517552356605","12","5","",0,1,15
"1517552356605","13","110","",0,1,15
"1517552356605","14","a","",0,1,15
"1517552356605","15","a","",0,1,15
"1517552362903","2","302","",0,0,10
"1517552362903","1","13","",0,0,10
"1517552362903","25","29","",0,0,10
"1517552362903","20","15,21",",",0,0,10
"1517552362903","39","2","",0,0,10
"1517552362903","43","13","",0,0,10
"1517552362903","51","21","",0,0,10
"1517552362903","56","2,3",",",0,0,10
"1517552362903","68","68","50",0,0,10
"1517552362903","64","7","",0,0,10
"1517552562388","1","13","13",1,7,15
"1517552562388","2","302","302",1,7,15
"1517552562388","3","4","4",1,7,15
"1517552562388","4","a,b","a,b",1,7,15
"1517552562388","5","c","c",1,7,15
"1517552562388","6","b","a",0,7,15
"1517552562388","7","8","15",0,7,15
"1517552562388","8","366","365",0,7,15
"1517552562388","9","b","b",1,7,15
"1517552562388","10","103","103",1,7,15
"1517552562388","11","9","",0,7,15
"1517552562388","12","5","6",0,7,15
"1517552562388","13","110","",0,7,15
"1517552562388","14","a","",0,7,15
"1517552562388","15","a","",0,7,15
"1517552823877","1","13","13",1,3,15
"1517552823877","2","302","302",1,3,15
"1517552823877","3","4","4",1,3,15
"1517552823877","4","a,b","b,a",0,3,15
"1517552823877","5","c","d",0,3,15
"1517552823877","6","b","a",0,3,15
"1517552823877","7","8","15",0,3,15
"1517552823877","8","366","28",0,3,15
"1517552823877","9","b","a",0,3,15
"1517552823877","10","103","100",0,3,15
"1517552823877","11","9","",0,3,15
"1517552823877","12","5","",0,3,15
"1517552823877","13","110","",0,3,15
"1517552823877","14","a","",0,3,15
"1517552823877","15","a","",0,3,15
"1517552829893","1","13","13",1,3,15
"1517552829893","2","302","302",1,3,15
"1517552829893","3","4","4",1,3,15
"1517552829893","4","a,b","b,a",0,3,15
"1517552829893","5","c","d",0,3,15
"1517552829893","6","b","a",0,3,15
"1517552829893","7","8","15",0,3,15
"1517552829893","8","366","28",0,3,15
"1517552829893","9","b","a",0,3,15
"1517552829893","10","103","100",0,3,15
"1517552829893","11","9","",0,3,15
"1517552829893","12","5","",0,3,15
"1517552829893","13","110","",0,3,15
"1517552829893","14","a","",0,3,15
"1517552829893","15","a","",0,3,15
"1517552833256","1","13","21",0,1,15
"1517552833256","2","302","301",0,1,15
"1517552833256","3","4","4",1,1,15
"1517552833256","4","a,b",",",0,1,15
"1517552833256","5","c","",0,1,15
"1517552833256","6","b","",0,1,15
"1517552833256","7","8","",0,1,15
"1517552833256","8","366","",0,1,15
"1517552833256","9","b","",0,1,15
"1517552833256","10","103","",0,1,15
"1517552833256","11","9","",0,1,15
"1517552833256","12","5","",0,1,15
"1517552833256","13","110","",0,1,15
"1517552833256","14","a","",0,1,15
"1517552833256","15","a","",0,1,15
"1517552924575","10","103","7",0,0,10
"1517552924575","5","c","",0,0,10
"1517552924575","18","17","",0,0,10
"1517552924575","21","14","",0,0,10
"1517552924575","35","a","",0,0,10
"1517552924575","42","10","",0,0,10
"1517552924575","54","13","",0,0,10
"1517552924575","60","16","",0,0,10
"1517552924575","68","68","",0,0,10
"1517552924575","74","c,d","",0,0,10
"1517552947191","10","103","103",1,1,10
"1517552947191","5","c","",0,1,10
"1517552947191","18","17","",0,1,10
"1517552947191","21","14","",0,1,10
"1517552947191","35","a","",0,1,10
"1517552947191","42","10","",0,1,10
"1517552947191","54","13","",0,1,10
"1517552947191","60","16","",0,1,10
"1517552947191","68","68","",0,1,10
"1517552947191","74","c,d","",0,1,10
"1517552975241","9","b","",0,0,10
"1517552975241","6","b","d",0,0,10
"1517552975241","25","29","",0,0,10
"1517552975241","24","b","",0,0,10
"1517552975241","45","1023,a",",",0,0,10
"1517552975241","42","10","",0,0,10
"1517552975241","47","7","",0,0,10
"1517552975241","46","16","",0,0,10
"1517552975241","62","a","",0,0,10
"1517552975241","72","b","",0,0,10
"1517553001570","1","13","3",0,0,15
"1517553001570","2","302","",0,0,15
"1517553001570","3","4","",0,0,15
"1517553001570","4","a,b",",",0,0,15
"1517553001570","5","c","",0,0,15
"1517553001570","6","b","",0,0,15
"1517553001570","7","8","",0,0,15
"1517553001570","8","366","",0,0,15
"1517553001570","9","b","",0,0,15
"1517553001570","10","103","",0,0,15
"1517553001570","11","9","",0,0,15
"1517553001570","12","5","",0,0,15
"1517553001570","13","110","",0,0,15
"1517553001570","14","a","",0,0,15
"1517553001570","15","a","",0,0,15
"1517553338678","9","b","b",1,3,10
"1517553338678","11","9","28",0,3,10
"1517553338678","26","a","a",1,3,10
"1517553338678","24","b","c",0,3,10
"1517553338678","42","10","",0,3,10
"1517553338678","40","1090","1090",1,3,10
"1517553338678","54","13","",0,3,10
"1517553338678","50","20","",0,3,10
"1517553338678","70","17","",0,3,10
"1517553338678","63","4","",0,3,10
"1517553356498","1","13","221",0,0,15
"1517553356498","2","302","",0,0,15
"1517553356498","3","4","",0,0,15
"1517553356498","4","a,b",",",0,0,15
"1517553356498","5","c","",0,0,15
"1517553356498","6","b","",0,0,15
"1517553356498","7","8","",0,0,15
"1517553356498","8","366","",0,0,15
"1517553356498","9","b","",0,0,15
"1517553356498","10","103","",0,0,15
"1517553356498","11","9","",0,0,15
"1517553356498","12","5","",0,0,15
"1517553356498","13","110","",0,0,15
"1517553356498","14","a","",0,0,15
"1517553356498","15","a","",0,0,15
"1517553438882","1","13","13",1,5,15
"1517553438882","2","302","300",0,5,15
"1517553438882","3","4","4",1,5,15
"1517553438882","4","a,b","a,a",0,5,15
"1517553438882","5","c","a",0,5,15
"1517553438882","6","b","d",0,5,15
"1517553438882","7","8","15",0,5,15
"1517553438882","8","366","13",0,5,15
"1517553438882","9","b","b",1,5,15
"1517553438882","10","103","2",0,5,15
"1517553438882","11","9","9",1,5,15
"1517553438882","12","5","6",0,5,15
"1517553438882","13","110","50",0,5,15
"1517553438882","14","a","a",1,5,15
"1517553438882","15","a","b",0,5,15
"1517553439958","1","13","3",0,3,15
"1517553439958","2","302","2",0,3,15
"1517553439958","3","4","3",0,3,15
"1517553439958","4","a,b","b,a",0,3,15
"1517553439958","5","c","c",1,3,15
"1517553439958","6","b","b",1,3,15
"1517553439958","7","8","",0,3,15
"1517553439958","8","366","366",1,3,15
"1517553439958","9","b","",0,3,15
"1517553439958","10","103","4",0,3,15
"1517553439958","11","9","",0,3,15
"1517553439958","12","5","",0,3,15
"1517553439958","13","110","",0,3,15
"1517553439958","14","a","",0,3,15
"1517553439958","15","a","",0,3,15
"1517553462422","1","13","",0,0,15
"1517553462422","2","302","",0,0,15
"1517553462422","3","4","",0,0,15
"1517553462422","4","a,b",",",0,0,15
"1517553462422","5","c","",0,0,15
"1517553462422","6","b","",0,0,15
"1517553462422","7","8","",0,0,15
"1517553462422","8","366","",0,0,15
"1517553462422","9","b","",0,0,15
"1517553462422","10","103","",0,0,15
"1517553462422","11","9","",0,0,15
"1517553462422","12","5","",0,0,15
"1517553462422","13","110","",0,0,15
"1517553462422","14","a","",0,0,15
"1517553462422","15","a","",0,0,15
"1517553553882","16","a","b",0,3,15
"1517553553882","17","b","b",1,3,15
"1517553553882","18","17","17",1,3,15
"1517553553882","19","29","29",1,3,15
"1517553553882","20","15,21",",",0,3,15
"1517553553882","21","14","",0,3,15
"1517553553882","22","3","",0,3,15
"1517553553882","23","14","",0,3,15
"1517553553882","24","b","",0,3,15
"1517553553882","25","29","",0,3,15
"1517553553882","26","a","",0,3,15
"1517553553882","27","23","",0,3,15
"1517553553882","28","62","",0,3,15
"1517553553882","29","17","",0,3,15
"1517553553882","30","6","",0,3,15
"1517553873442","11","9","",0,0,10
"1517553873442","1","13","",0,0,10
"1517553873442","24","b","",0,0,10
"1517553873442","19","29","",0,0,10
"1517553873442","45","1023,a",",",0,0,10
"1517553873442","39","2","",0,0,10
"1517553873442","46","16","",0,0,10
"1517553873442","47","7","",0,0,10
"1517553873442","63","4","",0,0,10
"1517553873442","66","7","",0,0,10
"1517554002839","1","13","21",0,0,15
"1517554002839","2","302","",0,0,15
"1517554002839","3","4","",0,0,15
"1517554002839","4","a,b",",",0,0,15
"1517554002839","5","c","",0,0,15
"1517554002839","6","b","",0,0,15
"1517554002839","7","8","",0,0,15
"1517554002839","8","366","",0,0,15
"1517554002839","9","b","",0,0,15
"1517554002839","10","103","",0,0,15
"1517554002839","11","9","",0,0,15
"1517554002839","12","5","",0,0,15
"1517554002839","13","110","",0,0,15
"1517554002839","14","a","",0,0,15
"1517554002839","15","a","",0,0,15
"1517554178063","13","110","100",0,3,10
"1517554178063","11","9","9",1,3,10
"1517554178063","17","b","b",1,3,10
"1517554178063","28","62","74",0,3,10
"1517554178063","42","10","10",1,3,10
"1517554178063","41","11","",0,3,10
"1517554178063","46","16","",0,3,10
"1517554178063","47","7","",0,3,10
"1517554178063","74","c,d","",0,3,10
"1517554178063","72","b","",0,3,10
"1517554288039","46","16","17",0,0,15
"1517554288039","47","7","",0,0,15
"1517554288039","48","41","",0,0,15
"1517554288039","49","19","",0,0,15
"1517554288039","50","20","",0,0,15
"1517554288039","51","21","",0,0,15
"1517554288039","52","22","",0,0,15
"1517554288039","53","14","",0,0,15
"1517554288039","54","13","",0,0,15
"1517554288039","55","c","",0,0,15
"1517554288039","56","2,3",",",0,0,15
"1517554288039","57","b","",0,0,15
"1517554288039","58","63,31,31,15",",,,",0,0,15
"1517554288039","59","10","",0,0,15
"1517554288039","60","16","",0,0,15
"1517554389764","46","16","17",0,0,15
"1517554389764","47","7","",0,0,15
"1517554389764","48","41","",0,0,15
"1517554389764","49","19","",0,0,15
"1517554389764","50","20","",0,0,15
"1517554389764","51","21","",0,0,15
"1517554389764","52","22","",0,0,15
"1517554389764","53","14","",0,0,15
"1517554389764","54","13","",0,0,15
"1517554389764","55","c","",0,0,15
"1517554389764","56","2,3",",",0,0,15
"1517554389764","57","b","",0,0,15
"1517554389764","58","63,31,31,15",",,,",0,0,15
"1517554389764","59","10","",0,0,15
"1517554389764","60","16","",0,0,15
"1517554452874","1","13","13",1,1,10
"1517554452874","11","9","",0,1,10
"1517554452874","28","62","",0,1,10
"1517554452874","16","a","",0,1,10
"1517554452874","36","b","",0,1,10
"1517554452874","34","4","",0,1,10
"1517554452874","47","7","",0,1,10
"1517554452874","58","63,31,31,15",",,,",0,1,10
"1517554452874","62","a","",0,1,10
"1517554452874","61","b","",0,1,10
"1517554807207","1","13","",0,0,15
"1517554807207","2","302","",0,0,15
"1517554807207","3","4","",0,0,15
"1517554807207","4","a,b",",",0,0,15
"1517554807207","5","c","",0,0,15
"1517554807207","6","b","",0,0,15
"1517554807207","7","8","",0,0,15
"1517554807207","8","366","",0,0,15
"1517554807207","9","b","",0,0,15
"1517554807207","10","103","",0,0,15
"1517554807207","11","9","",0,0,15
"1517554807207","12","5","",0,0,15
"1517554807207","13","110","",0,0,15
"1517554807207","14","a","",0,0,15
"1517554807207","15","a","",0,0,15
"1517554814251","12","5","",0,0,10
"1517554814251","14","a","",0,0,10
"1517554814251","18","17","",0,0,10
"1517554814251","20","15,21",",",0,0,10
"1517554814251","41","11","",0,0,10
"1517554814251","43","13","",0,0,10
"1517554814251","55","c","",0,0,10
"1517554814251","56","2,3",",",0,0,10
"1517554814251","68","68","",0,0,10
"1517554814251","66","7","",0,0,10
"1517554845335","12","5","",0,0,10
"1517554845335","14","a","",0,0,10
"1517554845335","18","17","",0,0,10
"1517554845335","20","15,21",",",0,0,10
"1517554845335","41","11","",0,0,10
"1517554845335","43","13","",0,0,10
"1517554845335","55","c","",0,0,10
"1517554845335","56","2,3",",",0,0,10
"1517554845335","68","68","",0,0,10
"1517554845335","66","7","",0,0,10
"1517554863440","1","13","",0,0,15
"1517554863440","2","302","",0,0,15
"1517554863440","3","4","",0,0,15
"1517554863440","4","a,b",",",0,0,15
"1517554863440","5","c","",0,0,15
"1517554863440","6","b","",0,0,15
"1517554863440","7","8","",0,0,15
"1517554863440","8","366","",0,0,15
"1517554863440","9","b","",0,0,15
"1517554863440","10","103","",0,0,15
"1517554863440","11","9","",0,0,15
"1517554863440","12","5","",0,0,15
"1517554863440","13","110","",0,0,15
"1517554863440","14","a","",0,0,15
"1517554863440","15","a","",0,0,15
"1517554980471","1","13","13",1,2,15
"1517554980471","2","302","299",0,2,15
"1517554980471","3","4","4",1,2,15
"1517554980471","4","a,b","b,",0,2,15
"1517554980471","5","c","",0,2,15
"1517554980471","6","b","",0,2,15
"1517554980471","7","8","",0,2,15
"1517554980471","8","366","",0,2,15
"1517554980471","9","b","",0,2,15
"1517554980471","10","103","",0,2,15
"1517554980471","11","9","",0,2,15
"1517554980471","12","5","",0,2,15
"1517554980471","13","110","",0,2,15
"1517554980471","14","a","",0,2,15
"1517554980471","15","a","",0,2,15
"1517555370371","1","13","13",1,12,15
"1517555370371","2","302","302",1,12,15
"1517555370371","3","4","4",1,12,15
"1517555370371","4","a,b","a,a",0,12,15
"1517555370371","5","c","c",1,12,15
"1517555370371","6","b","b",1,12,15
"1517555370371","7","8","4",0,12,15
"1517555370371","8","366","366",1,12,15
"1517555370371","9","b","b",1,12,15
"1517555370371","10","103","103",1,12,15
"1517555370371","11","9","9",1,12,15
"1517555370371","12","5","6",0,12,15
"1517555370371","13","110","110",1,12,15
"1517555370371","14","a","a",1,12,15
"1517555370371","15","a","a",1,12,15
"1517555612419","1","13","21",0,0,15
"1517555612419","2","302","",0,0,15
"1517555612419","3","4","",0,0,15
"1517555612419","4","a,b",",",0,0,15
"1517555612419","5","c","",0,0,15
"1517555612419","6","b","",0,0,15
"1517555612419","7","8","",0,0,15
"1517555612419","8","366","",0,0,15
"1517555612419","9","b","",0,0,15
"1517555612419","10","103","",0,0,15
"1517555612419","11","9","",0,0,15
"1517555612419","12","5","",0,0,15
"1517555612419","13","110","",0,0,15
"1517555612419","14","a","",0,0,15
"1517555612419","15","a","",0,0,15
"1517555889445","61","b","b",1,3,15
"1517555889445","62","a","a",1,3,15
"1517555889445","63","4","6",0,3,15
"1517555889445","64","7","6",0,3,15
"1517555889445","65","4","4",1,3,15
"1517555889445","66","7","6",0,3,15
"1517555889445","67","68","",0,3,15
"1517555889445","68","68","",0,3,15
"1517555889445","69","51","",0,3,15
"1517555889445","70","17","",0,3,15
"1517555889445","71","a,a",",",0,3,15
"1517555889445","72","b","",0,3,15
"1517555889445","73","240","",0,3,15
"1517555889445","74","c,d","",0,3,15
"1517555889445","75","34","",0,3,15
"1517556019684","1","13","",0,0,15
"1517556019684","2","302","",0,0,15
"1517556019684","3","4","",0,0,15
"1517556019684","4","a,b",",",0,0,15
"1517556019684","5","c","",0,0,15
"1517556019684","6","b","",0,0,15
"1517556019684","7","8","",0,0,15
"1517556019684","8","366","",0,0,15
"1517556019684","9","b","",0,0,15
"1517556019684","10","103","",0,0,15
"1517556019684","11","9","",0,0,15
"1517556019684","12","5","",0,0,15
"1517556019684","13","110","",0,0,15
"1517556019684","14","a","",0,0,15
"1517556019684","15","a","",0,0,15
"1517556097012","16","a","",0,0,15
"1517556097012","17","b","",0,0,15
"1517556097012","18","17","",0,0,15
"1517556097012","19","29","",0,0,15
"1517556097012","20","15,21",",",0,0,15
"1517556097012","21","14","",0,0,15
"1517556097012","22","3","",0,0,15
"1517556097012","23","14","",0,0,15
"1517556097012","24","b","",0,0,15
"1517556097012","25","29","",0,0,15
"1517556097012","26","a","",0,0,15
"1517556097012","27","23","",0,0,15
"1517556097012","28","62","",0,0,15
"1517556097012","29","17","",0,0,15
"1517556097012","30","6","",0,0,15
"1517556116694","1","13","71",0,0,15
"1517556116694","2","302","",0,0,15
"1517556116694","3","4","",0,0,15
"1517556116694","4","a,b",",",0,0,15
"1517556116694","5","c","",0,0,15
"1517556116694","6","b","",0,0,15
"1517556116694","7","8","",0,0,15
"1517556116694","8","366","",0,0,15
"1517556116694","9","b","",0,0,15
"1517556116694","10","103","",0,0,15
"1517556116694","11","9","",0,0,15
"1517556116694","12","5","",0,0,15
"1517556116694","13","110","",0,0,15
"1517556116694","14","a","",0,0,15
"1517556116694","15","a","",0,0,15
"1517556118853","1","13","13",1,1,15
"1517556118853","2","302","",0,1,15
"1517556118853","3","4","",0,1,15
"1517556118853","4","a,b",",",0,1,15
"1517556118853","5","c","",0,1,15
"1517556118853","6","b","",0,1,15
"1517556118853","7","8","",0,1,15
"1517556118853","8","366","",0,1,15
"1517556118853","9","b","",0,1,15
"1517556118853","10","103","",0,1,15
"1517556118853","11","9","",0,1,15
"1517556118853","12","5","",0,1,15
"1517556118853","13","110","",0,1,15
"1517556118853","14","a","",0,1,15
"1517556118853","15","a","",0,1,15
"1517556160206","1","13","13",1,1,15
"1517556160206","2","302","",0,1,15
"1517556160206","3","4","",0,1,15
"1517556160206","4","a,b",",",0,1,15
"1517556160206","5","c","",0,1,15
"1517556160206","6","b","",0,1,15
"1517556160206","7","8","",0,1,15
"1517556160206","8","366","",0,1,15
"1517556160206","9","b","",0,1,15
"1517556160206","10","103","",0,1,15
"1517556160206","11","9","",0,1,15
"1517556160206","12","5","",0,1,15
"1517556160206","13","110","",0,1,15
"1517556160206","14","a","",0,1,15
"1517556160206","15","a","",0,1,15
"1517556246225","61","b","a",0,0,15
"1517556246225","62","a","",0,0,15
"1517556246225","63","4","",0,0,15
"1517556246225","64","7","",0,0,15
"1517556246225","65","4","",0,0,15
"1517556246225","66","7","",0,0,15
"1517556246225","67","68","",0,0,15
"1517556246225","68","68","",0,0,15
"1517556246225","69","51","",0,0,15
"1517556246225","70","17","",0,0,15
"1517556246225","71","a,a",",",0,0,15
"1517556246225","72","b","",0,0,15
"1517556246225","73","240","",0,0,15
"1517556246225","74","c,d","",0,0,15
"1517556246225","75","34","",0,0,15
"1517556320178","1","13","13",1,1,15
"1517556320178","2","302","31",0,1,15
"1517556320178","3","4","",0,1,15
"1517556320178","4","a,b",",",0,1,15
"1517556320178","5","c","",0,1,15
"1517556320178","6","b","",0,1,15
"1517556320178","7","8","",0,1,15
"1517556320178","8","366","",0,1,15
"1517556320178","9","b","",0,1,15
"1517556320178","10","103","",0,1,15
"1517556320178","11","9","",0,1,15
"1517556320178","12","5","",0,1,15
"1517556320178","13","110","",0,1,15
"1517556320178","14","a","",0,1,15
"1517556320178","15","a","",0,1,15
"1517556358962","16","a","a",1,1,15
"1517556358962","17","b","",0,1,15
"1517556358962","18","17","",0,1,15
"1517556358962","19","29","",0,1,15
